,Date,Average_Iron_Ore_Price,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
63828,2011Q4,129.26666666666668,Killara,1020000,4.0,2,2071,Sydney
63831,2011Q4,129.26666666666668,Killara,1100000,4.0,2,2071,Sydney
63834,2011Q4,129.26666666666668,Killara,1910000,4.0,2,2071,Sydney
63836,2011Q4,129.26666666666668,Killara,1625000,4.0,2,2071,Sydney
63845,2011Q4,129.26666666666668,Bargo,343000,4.0,2,2574,Sydney
63847,2011Q4,129.26666666666668,Bargo,390000,4.0,2,2574,Sydney
63848,2011Q4,129.26666666666668,Pheasants Nest,860000,4.0,2,2574,Sydney
63850,2011Q4,129.26666666666668,Bargo,417000,4.0,2,2574,Sydney
63851,2011Q4,129.26666666666668,Bargo,223000,4.0,2,2574,Sydney
63852,2011Q4,129.26666666666668,Bargo,467000,4.0,2,2574,Sydney
63855,2011Q4,129.26666666666668,Bargo,422500,4.0,2,2574,Sydney
63859,2011Q4,129.26666666666668,Dulwich Hill,1250000,4.0,2,2203,Sydney
63861,2011Q4,129.26666666666668,Dulwich Hill,1150000,4.0,2,2203,Sydney
63872,2011Q4,129.26666666666668,Dulwich Hill,913000,4.0,2,2203,Sydney
63880,2011Q4,129.26666666666668,Oatley,1465000,4.0,2,2223,Sydney
63882,2011Q4,129.26666666666668,Oatley,1550000,4.0,2,2223,Sydney
63886,2011Q4,129.26666666666668,Mortdale,850000,4.0,2,2223,Sydney
63897,2011Q4,129.26666666666668,Oatley,1060000,4.0,2,2223,Sydney
63898,2011Q4,129.26666666666668,Oatley,1300000,4.0,2,2223,Sydney
63906,2011Q4,129.26666666666668,Kensington,1725000,4.0,2,2033,Sydney
63907,2011Q4,129.26666666666668,Kensington,1110000,4.0,2,2033,Sydney
63908,2011Q4,129.26666666666668,Kensington,1720000,4.0,2,2033,Sydney
63909,2011Q4,129.26666666666668,Kensington,1608000,4.0,2,2033,Sydney
63911,2011Q4,129.26666666666668,Kensington,1850000,4.0,2,2033,Sydney
63912,2011Q4,129.26666666666668,Woolooware,1210000,4.0,2,2230,Sydney
63914,2011Q4,129.26666666666668,Cronulla,1430000,4.0,2,2230,Sydney
63918,2011Q4,129.26666666666668,Bundeena,800000,4.0,2,2230,Sydney
63921,2011Q4,129.26666666666668,Woolooware,1140000,4.0,2,2230,Sydney
63925,2011Q4,129.26666666666668,Cronulla,1125000,4.0,2,2230,Sydney
63927,2011Q4,129.26666666666668,Woolooware,873500,4.0,2,2230,Sydney
63930,2011Q4,129.26666666666668,Cronulla,1380000,4.0,2,2230,Sydney
63932,2011Q4,129.26666666666668,Drummoyne,1900000,4.0,2,2047,Sydney
63938,2011Q4,129.26666666666668,Drummoyne,1525000,4.0,2,2047,Sydney
63939,2011Q4,129.26666666666668,Drummoyne,1672000,4.0,2,2047,Sydney
63943,2011Q4,129.26666666666668,Drummoyne,1695000,4.0,2,2047,Sydney
63949,2011Q4,129.26666666666668,Drummoyne,1030000,4.0,2,2047,Sydney
63952,2011Q4,129.26666666666668,Bayview,1150000,4.0,2,2104,Sydney
63953,2011Q4,129.26666666666668,Bayview,1150000,4.0,2,2104,Sydney
63954,2011Q4,129.26666666666668,Bayview,891530,4.0,2,2104,Sydney
63956,2011Q4,129.26666666666668,Bayview,1185000,4.0,2,2104,Sydney
63957,2011Q4,129.26666666666668,Bayview,1396000,4.0,2,2104,Sydney
63968,2011Q4,129.26666666666668,Frenchs Forest,870000,4.0,2,2086,Sydney
63974,2011Q4,129.26666666666668,Frenchs Forest,880000,4.0,2,2086,Sydney
63976,2011Q4,129.26666666666668,Frenchs Forest,760000,4.0,2,2086,Sydney
63978,2011Q4,129.26666666666668,Frenchs Forest,925000,4.0,2,2086,Sydney
63980,2011Q4,129.26666666666668,Frenchs Forest,960000,4.0,2,2086,Sydney
63985,2011Q4,129.26666666666668,Penshurst,788000,4.0,2,2222,Sydney
63994,2011Q4,129.26666666666668,Penshurst,1160000,4.0,2,2222,Sydney
63998,2011Q4,129.26666666666668,Penshurst,880000,4.0,2,2222,Sydney
64004,2011Q4,129.26666666666668,Wattle Grove,540000,4.0,2,2173,Sydney
64011,2011Q4,129.26666666666668,Holsworthy,462500,4.0,2,2173,Sydney
64017,2011Q4,129.26666666666668,Wattle Grove,665000,4.0,2,2173,Sydney
64018,2011Q4,129.26666666666668,Holsworthy,580000,4.0,2,2173,Sydney
64027,2011Q4,129.26666666666668,Wattle Grove,575000,4.0,2,2173,Sydney
64042,2011Q4,129.26666666666668,Allambie Heights,1055000,4.0,2,2100,Sydney
64045,2011Q4,129.26666666666668,North Manly,1240000,4.0,2,2100,Sydney
64053,2011Q4,129.26666666666668,St Ives,1180000,4.0,2,2075,Sydney
64054,2011Q4,129.26666666666668,St Ives,1225000,4.0,2,2075,Sydney
64058,2011Q4,129.26666666666668,St Ives,1320000,4.0,2,2075,Sydney
64059,2011Q4,129.26666666666668,St Ives,990000,4.0,2,2075,Sydney
64060,2011Q4,129.26666666666668,St Ives,1000000,4.0,2,2075,Sydney
64065,2011Q4,129.26666666666668,St Ives,1135000,4.0,2,2075,Sydney
64076,2011Q4,129.26666666666668,St Ives,1387500,4.0,2,2075,Sydney
64077,2011Q4,129.26666666666668,St Ives,845000,4.0,2,2075,Sydney
64078,2011Q4,129.26666666666668,St Ives,950000,4.0,2,2075,Sydney
64085,2011Q4,129.26666666666668,Marrickville,935000,4.0,2,2204,Sydney
64107,2011Q4,129.26666666666668,Marrickville,870000,4.0,2,2204,Sydney
64115,2011Q4,129.26666666666668,Marrickville,912000,4.0,2,2204,Sydney
64123,2011Q4,129.26666666666668,Marrickville,1000000,4.0,2,2204,Sydney
64139,2011Q4,129.26666666666668,Hurstville,850000,4.0,2,2220,Sydney
64145,2011Q4,129.26666666666668,Hurstville,910000,4.0,2,2220,Sydney
64160,2011Q4,129.26666666666668,Revesby Heights,650000,4.0,2,2212,Sydney
64179,2011Q4,129.26666666666668,Revesby,555000,4.0,2,2212,Sydney
64189,2011Q4,129.26666666666668,Mosman,1900000,4.0,2,2088,Sydney
64192,2011Q4,129.26666666666668,Mosman,1110000,4.0,2,2088,Sydney
64195,2011Q4,129.26666666666668,Mosman,2030000,4.0,2,2088,Sydney
64203,2011Q4,129.26666666666668,Mosman,1700000,4.0,2,2088,Sydney
64212,2011Q4,129.26666666666668,Chatswood,1680000,4.0,2,2067,Sydney
64213,2011Q4,129.26666666666668,Chatswood,1230000,4.0,2,2067,Sydney
64232,2011Q4,129.26666666666668,Arncliffe,785000,4.0,2,2205,Sydney
64244,2011Q4,129.26666666666668,Catherine Field,1000000,4.0,2,2557,Sydney
64245,2011Q4,129.26666666666668,Catherine Field,700000,4.0,2,2557,Sydney
64247,2011Q4,129.26666666666668,Cremorne,1030000,4.0,2,2090,Sydney
64251,2011Q4,129.26666666666668,Cremorne,1638000,4.0,2,2090,Sydney
64274,2011Q4,129.26666666666668,Bass Hill,530000,4.0,2,2197,Sydney
64278,2011Q4,129.26666666666668,Ermington,590000,4.0,2,2115,Sydney
64285,2011Q4,129.26666666666668,Ermington,520000,4.0,2,2115,Sydney
64289,2011Q4,129.26666666666668,Ermington,830000,4.0,2,2115,Sydney
64295,2011Q4,129.26666666666668,Ermington,625000,4.0,2,2115,Sydney
64297,2011Q4,129.26666666666668,Ermington,675000,4.0,2,2115,Sydney
64300,2011Q4,129.26666666666668,Ermington,710000,4.0,2,2115,Sydney
64307,2011Q4,129.26666666666668,Ermington,520000,4.0,2,2115,Sydney
64322,2011Q4,129.26666666666668,Neutral Bay,1055000,4.0,2,2089,Sydney
64339,2011Q4,129.26666666666668,Collaroy Plateau,1075000,4.0,2,2097,Sydney
64351,2011Q4,129.26666666666668,Collaroy,1350000,4.0,2,2097,Sydney
64357,2011Q4,129.26666666666668,Collaroy,1800000,4.0,2,2097,Sydney
64360,2011Q4,129.26666666666668,Collaroy,825000,4.0,2,2097,Sydney
64368,2011Q4,129.26666666666668,Granville,571000,4.0,2,2142,Sydney
64374,2011Q4,129.26666666666668,Granville,385000,4.0,2,2142,Sydney
64379,2011Q4,129.26666666666668,Granville,540000,4.0,2,2142,Sydney
64380,2011Q4,129.26666666666668,Granville,540000,4.0,2,2142,Sydney
64408,2011Q4,129.26666666666668,Clemton Park,820000,4.0,2,2206,Sydney
64411,2011Q4,129.26666666666668,Earlwood,900000,4.0,2,2206,Sydney
64441,2011Q4,129.26666666666668,Lindfield,1315000,4.0,2,2070,Sydney
64443,2011Q4,129.26666666666668,Lindfield,1065000,4.0,2,2070,Sydney
64450,2011Q4,129.26666666666668,Lindfield,1205000,4.0,2,2070,Sydney
64456,2011Q4,129.26666666666668,Lindfield,1375000,4.0,2,2070,Sydney
64462,2011Q4,129.26666666666668,Bonnyrigg Heights,560000,4.0,2,2177,Sydney
64469,2011Q4,129.26666666666668,Bonnyrigg Heights,485000,4.0,2,2177,Sydney
64480,2011Q4,129.26666666666668,Bonnyrigg Heights,492500,4.0,2,2177,Sydney
64482,2011Q4,129.26666666666668,Bonnyrigg,580000,4.0,2,2177,Sydney
64490,2011Q4,129.26666666666668,Botany,996000,4.0,2,2019,Sydney
64497,2011Q4,129.26666666666668,Botany,1003000,4.0,2,2019,Sydney
64519,2011Q4,129.26666666666668,Macquarie Fields,350000,4.0,2,2564,Sydney
64520,2011Q4,129.26666666666668,Church Point,780000,4.0,2,2105,Sydney
64522,2011Q4,129.26666666666668,Church Point,1200000,4.0,2,2105,Sydney
64528,2011Q4,129.26666666666668,Scotland Island,1600000,4.0,2,2105,Sydney
64535,2011Q4,129.26666666666668,Ashfield,1360000,4.0,2,2131,Sydney
64536,2011Q4,129.26666666666668,Ashfield,1182500,4.0,2,2131,Sydney
64540,2011Q4,129.26666666666668,Ashfield,825000,4.0,2,2131,Sydney
64547,2011Q4,129.26666666666668,Ashfield,1150000,4.0,2,2131,Sydney
64549,2011Q4,129.26666666666668,Ashfield,1240000,4.0,2,2131,Sydney
64550,2011Q4,129.26666666666668,Ashfield,868000,4.0,2,2131,Sydney
64559,2011Q4,129.26666666666668,Ashfield,1035000,4.0,2,2131,Sydney
64564,2011Q4,129.26666666666668,Strathfield,1202000,4.0,2,2135,Sydney
64575,2011Q4,129.26666666666668,Strathfield,1550000,4.0,2,2135,Sydney
64578,2011Q4,129.26666666666668,Strathfield,1110000,4.0,2,2135,Sydney
64592,2011Q4,129.26666666666668,Strathfield,1678000,4.0,2,2135,Sydney
64626,2011Q4,129.26666666666668,Camperdown,1280000,4.0,2,2050,Sydney
64632,2011Q4,129.26666666666668,Balmain,1630000,4.0,2,2041,Sydney
64638,2011Q4,129.26666666666668,Balmain,1016000,4.0,2,2041,Sydney
64649,2011Q4,129.26666666666668,Balmain East,2000000,4.0,2,2041,Sydney
64658,2011Q4,129.26666666666668,Balmain,1010000,4.0,2,2041,Sydney
64664,2011Q4,129.26666666666668,Belrose,700000,4.0,2,2085,Sydney
64666,2011Q4,129.26666666666668,Belrose,871000,4.0,2,2085,Sydney
64669,2011Q4,129.26666666666668,Belrose,960000,4.0,2,2085,Sydney
64673,2011Q4,129.26666666666668,Davidson,935000,4.0,2,2085,Sydney
64676,2011Q4,129.26666666666668,Belrose,810000,4.0,2,2085,Sydney
64681,2011Q4,129.26666666666668,Willoughby,1355000,4.0,2,2068,Sydney
64693,2011Q4,129.26666666666668,Condell Park,475000,4.0,2,2200,Sydney
64713,2011Q4,129.26666666666668,Rockdale,782000,4.0,2,2216,Sydney
64728,2011Q4,129.26666666666668,Picton,415000,4.0,2,2571,Sydney
64731,2011Q4,129.26666666666668,Buxton,328000,4.0,2,2571,Sydney
64735,2011Q4,129.26666666666668,Buxton,468000,4.0,2,2571,Sydney
64737,2011Q4,129.26666666666668,Razorback,700000,4.0,2,2571,Sydney
64739,2011Q4,129.26666666666668,Picton,450000,4.0,2,2571,Sydney
64741,2011Q4,129.26666666666668,Buxton,415000,4.0,2,2571,Sydney
64742,2011Q4,129.26666666666668,Buxton,339500,4.0,2,2571,Sydney
64743,2011Q4,129.26666666666668,Picton,505000,4.0,2,2571,Sydney
64745,2011Q4,129.26666666666668,Thirlmere,480000,4.0,2,2572,Sydney
64748,2011Q4,129.26666666666668,Thirlmere,445000,4.0,2,2572,Sydney
64750,2011Q4,129.26666666666668,Thirlmere,415000,4.0,2,2572,Sydney
64751,2011Q4,129.26666666666668,Thirlmere,430000,4.0,2,2572,Sydney
64755,2011Q4,129.26666666666668,West Pennant Hills,785000,4.0,2,2125,Sydney
64766,2011Q4,129.26666666666668,Northmead,650000,4.0,2,2152,Sydney
64774,2011Q4,129.26666666666668,Northmead,550000,4.0,2,2152,Sydney
64775,2011Q4,129.26666666666668,Northmead,625000,4.0,2,2152,Sydney
64777,2011Q4,129.26666666666668,Northmead,670000,4.0,2,2152,Sydney
64781,2011Q4,129.26666666666668,Northmead,710000,4.0,2,2152,Sydney
64789,2011Q4,129.26666666666668,Maroubra,1050000,4.0,2,2035,Sydney
64797,2011Q4,129.26666666666668,Maroubra,1160000,4.0,2,2035,Sydney
64808,2011Q4,129.26666666666668,Maroubra,1250000,4.0,2,2035,Sydney
64812,2011Q4,129.26666666666668,Maroubra,1223000,4.0,2,2035,Sydney
64813,2011Q4,129.26666666666668,Maroubra,1058000,4.0,2,2035,Sydney
64814,2011Q4,129.26666666666668,Maroubra,1610000,4.0,2,2035,Sydney
64825,2011Q4,129.26666666666668,Wetherill Park,470000,4.0,2,2164,Sydney
64832,2011Q4,129.26666666666668,Smithfield,460000,4.0,2,2164,Sydney
64833,2011Q4,129.26666666666668,Wetherill Park,528000,4.0,2,2164,Sydney
64834,2011Q4,129.26666666666668,Smithfield,455000,4.0,2,2164,Sydney
64838,2011Q4,129.26666666666668,Wetherill Park,495000,4.0,2,2164,Sydney
64850,2011Q4,129.26666666666668,Woodpark,400000,4.0,2,2164,Sydney
64852,2011Q4,129.26666666666668,Smithfield,415000,4.0,2,2164,Sydney
64861,2011Q4,129.26666666666668,Croydon Park,606000,4.0,2,2133,Sydney
64864,2011Q4,129.26666666666668,Croydon Park,915000,4.0,2,2133,Sydney
64878,2011Q4,129.26666666666668,Cammeray,1125000,4.0,2,2062,Sydney
64884,2011Q4,129.26666666666668,Cammeray,1300000,4.0,2,2062,Sydney
64885,2011Q4,129.26666666666668,Cammeray,1195000,4.0,2,2062,Sydney
64888,2011Q4,129.26666666666668,Cammeray,1760000,4.0,2,2062,Sydney
64889,2011Q4,129.26666666666668,Cammeray,1600000,4.0,2,2062,Sydney
64893,2011Q4,129.26666666666668,Wollstonecraft,975000,4.0,2,2065,Sydney
64896,2011Q4,129.26666666666668,Naremburn,1400000,4.0,2,2065,Sydney
64900,2011Q4,129.26666666666668,Greenwich,1601000,4.0,2,2065,Sydney
64907,2011Q4,129.26666666666668,Galston,695000,4.0,2,2159,Sydney
64909,2011Q4,129.26666666666668,Sylvania,865000,4.0,2,2224,Sydney
64910,2011Q4,129.26666666666668,Sylvania,805000,4.0,2,2224,Sydney
64914,2011Q4,129.26666666666668,Sylvania,1252500,4.0,2,2224,Sydney
64922,2011Q4,129.26666666666668,Sylvania,797000,4.0,2,2224,Sydney
64934,2011Q4,129.26666666666668,Petersham,1220000,4.0,2,2049,Sydney
64939,2011Q4,129.26666666666668,Petersham,981000,4.0,2,2049,Sydney
64940,2011Q4,129.26666666666668,Petersham,780000,4.0,2,2049,Sydney
64947,2011Q4,129.26666666666668,Petersham,1070000,4.0,2,2049,Sydney
64953,2011Q4,129.26666666666668,Strathfield South,630000,4.0,2,2136,Sydney
64954,2011Q4,129.26666666666668,Strathfield South,636000,4.0,2,2136,Sydney
64969,2011Q4,129.26666666666668,Villawood,441000,4.0,2,2163,Sydney
64970,2011Q4,129.26666666666668,Carramar,420000,4.0,2,2163,Sydney
64979,2011Q4,129.26666666666668,North Rocks,677500,4.0,2,2151,Sydney
64987,2011Q4,129.26666666666668,North Parramatta,715000,4.0,2,2151,Sydney
64989,2011Q4,129.26666666666668,North Rocks,570000,4.0,2,2151,Sydney
64995,2011Q4,129.26666666666668,North Parramatta,538000,4.0,2,2151,Sydney
64998,2011Q4,129.26666666666668,North Rocks,707000,4.0,2,2151,Sydney
64999,2011Q4,129.26666666666668,North Rocks,790000,4.0,2,2151,Sydney
65000,2011Q4,129.26666666666668,North Rocks,640000,4.0,2,2151,Sydney
65003,2011Q4,129.26666666666668,North Rocks,715000,4.0,2,2151,Sydney
65004,2011Q4,129.26666666666668,North Rocks,670000,4.0,2,2151,Sydney
65007,2011Q4,129.26666666666668,North Rocks,830000,4.0,2,2151,Sydney
65008,2011Q4,129.26666666666668,North Rocks,770000,4.0,2,2151,Sydney
65017,2011Q4,129.26666666666668,Bowen Mountain,400000,4.0,2,2753,Sydney
65025,2011Q4,129.26666666666668,Grose Vale,412500,4.0,2,2753,Sydney
65032,2011Q4,129.26666666666668,Randwick,1250000,4.0,2,2031,Sydney
65034,2011Q4,129.26666666666668,Randwick,1250000,4.0,2,2031,Sydney
65038,2011Q4,129.26666666666668,Randwick,1360000,4.0,2,2031,Sydney
65041,2011Q4,129.26666666666668,Clovelly,2000000,4.0,2,2031,Sydney
65043,2011Q4,129.26666666666668,Clovelly,1492500,4.0,2,2031,Sydney
65047,2011Q4,129.26666666666668,Queens Park,100000,4.0,2,2022,Sydney
65049,2011Q4,129.26666666666668,Queens Park,1300000,4.0,2,2022,Sydney
65060,2011Q4,129.26666666666668,Queens Park,1850000,4.0,2,2022,Sydney
65061,2011Q4,129.26666666666668,Glenorie,1100000,4.0,2,2157,Sydney
65067,2011Q4,129.26666666666668,Concord,1190000,4.0,2,2137,Sydney
65086,2011Q4,129.26666666666668,Mortlake,870000,4.0,2,2137,Sydney
65094,2011Q4,129.26666666666668,Breakfast Point,1515000,4.0,2,2137,Sydney
65098,2011Q4,129.26666666666668,Beecroft,842000,4.0,2,2119,Sydney
65101,2011Q4,129.26666666666668,Cheltenham,944000,4.0,2,2119,Sydney
65113,2011Q4,129.26666666666668,Beecroft,791000,4.0,2,2119,Sydney
65115,2011Q4,129.26666666666668,Beecroft,1023000,4.0,2,2119,Sydney
65120,2011Q4,129.26666666666668,Beecroft,1010000,4.0,2,2119,Sydney
65122,2011Q4,129.26666666666668,Cheltenham,1060000,4.0,2,2119,Sydney
65123,2011Q4,129.26666666666668,Cheltenham,902000,4.0,2,2119,Sydney
65135,2011Q4,129.26666666666668,Seaforth,1305000,4.0,2,2092,Sydney
65136,2011Q4,129.26666666666668,Seaforth,1230000,4.0,2,2092,Sydney
65142,2011Q4,129.26666666666668,Seaforth,1310000,4.0,2,2092,Sydney
65143,2011Q4,129.26666666666668,Seaforth,1035000,4.0,2,2092,Sydney
65144,2011Q4,129.26666666666668,Seaforth,1100000,4.0,2,2092,Sydney
65148,2011Q4,129.26666666666668,Seaforth,945000,4.0,2,2092,Sydney
65165,2011Q4,129.26666666666668,Glenhaven,764000,4.0,2,2156,Sydney
65168,2011Q4,129.26666666666668,Glenhaven,764000,4.0,2,2156,Sydney
65169,2011Q4,129.26666666666668,Kenthurst,530000,4.0,2,2156,Sydney
65182,2011Q4,129.26666666666668,Glenhaven,759000,4.0,2,2156,Sydney
65184,2011Q4,129.26666666666668,Glenhaven,800000,4.0,2,2156,Sydney
65190,2011Q4,129.26666666666668,Bondi Beach,1555000,4.0,2,2026,Sydney
65191,2011Q4,129.26666666666668,Bondi Beach,1400000,4.0,2,2026,Sydney
65201,2011Q4,129.26666666666668,Bondi,1270000,4.0,2,2026,Sydney
65211,2011Q4,129.26666666666668,Bondi,188500,4.0,2,2026,Sydney
65214,2011Q4,129.26666666666668,Bondi Beach,1720000,4.0,2,2026,Sydney
65218,2011Q4,129.26666666666668,Gordon,1180000,4.0,2,2072,Sydney
65221,2011Q4,129.26666666666668,Gordon,1150000,4.0,2,2072,Sydney
65223,2011Q4,129.26666666666668,Gordon,990000,4.0,2,2072,Sydney
65225,2011Q4,129.26666666666668,Gordon,2275000,4.0,2,2072,Sydney
65230,2011Q4,129.26666666666668,Carlton,750000,4.0,2,2218,Sydney
65234,2011Q4,129.26666666666668,Allawah,750000,4.0,2,2218,Sydney
65240,2011Q4,129.26666666666668,Carlton,1135000,4.0,2,2218,Sydney
65245,2011Q4,129.26666666666668,Kingsgrove,795000,4.0,2,2208,Sydney
65251,2011Q4,129.26666666666668,Kingsgrove,950000,4.0,2,2208,Sydney
65273,2011Q4,129.26666666666668,North Ryde,950000,4.0,2,2113,Sydney
65274,2011Q4,129.26666666666668,North Ryde,825000,4.0,2,2113,Sydney
65285,2011Q4,129.26666666666668,North Ryde,997000,4.0,2,2113,Sydney
65290,2011Q4,129.26666666666668,North Ryde,1050000,4.0,2,2113,Sydney
65297,2011Q4,129.26666666666668,West Pymble,1135000,4.0,2,2073,Sydney
65308,2011Q4,129.26666666666668,Pymble,853000,4.0,2,2073,Sydney
65312,2011Q4,129.26666666666668,West Pymble,1240000,4.0,2,2073,Sydney
65317,2011Q4,129.26666666666668,Bronte,2056000,4.0,2,2024,Sydney
65324,2011Q4,129.26666666666668,Waverley,1675000,4.0,2,2024,Sydney
65326,2011Q4,129.26666666666668,Bronte,1330000,4.0,2,2024,Sydney
65339,2011Q4,129.26666666666668,Marsden Park,910000,4.0,2,2765,Sydney
65350,2011Q4,129.26666666666668,Artarmon,1540000,4.0,2,2064,Sydney
65352,2011Q4,129.26666666666668,Artarmon,1620500,4.0,2,2064,Sydney
65354,2011Q4,129.26666666666668,Artarmon,1700000,4.0,2,2064,Sydney
65364,2011Q4,129.26666666666668,Connells Point,1300000,4.0,2,2221,Sydney
65386,2011Q4,129.26666666666668,Lidcombe,550000,4.0,2,2141,Sydney
65387,2011Q4,129.26666666666668,Lidcombe,806000,4.0,2,2141,Sydney
65398,2011Q4,129.26666666666668,Lidcombe,575000,4.0,2,2141,Sydney
65399,2011Q4,129.26666666666668,Lidcombe,700000,4.0,2,2141,Sydney
65402,2011Q4,129.26666666666668,Lidcombe,650000,4.0,2,2141,Sydney
65413,2011Q4,129.26666666666668,North Sydney,1325000,4.0,2,2060,Sydney
65429,2011Q4,129.26666666666668,Concord West,1425000,4.0,2,2138,Sydney
65438,2011Q4,129.26666666666668,Belfield,877000,4.0,2,2191,Sydney
65451,2011Q4,129.26666666666668,Belfield,810000,4.0,2,2191,Sydney
65453,2011Q4,129.26666666666668,Belfield,621000,4.0,2,2191,Sydney
65459,2011Q4,129.26666666666668,Brooklyn,537000,4.0,2,2083,Sydney
65480,2011Q4,129.26666666666668,Dural,715000,4.0,2,2158,Sydney
65486,2011Q4,129.26666666666668,Dural,635000,4.0,2,2158,Sydney
65489,2011Q4,129.26666666666668,Dural,820000,4.0,2,2158,Sydney
65490,2011Q4,129.26666666666668,Dural,732000,4.0,2,2158,Sydney
65491,2011Q4,129.26666666666668,Dural,860000,4.0,2,2158,Sydney
65497,2011Q4,129.26666666666668,Dural,660000,4.0,2,2158,Sydney
65506,2011Q4,129.26666666666668,Canterbury,662000,4.0,2,2193,Sydney
65511,2011Q4,129.26666666666668,Ashbury,832500,4.0,2,2193,Sydney
65514,2011Q4,129.26666666666668,Canterbury,880000,4.0,2,2193,Sydney
65517,2011Q4,129.26666666666668,Hurlstone Park,950000,4.0,2,2193,Sydney
65527,2011Q4,129.26666666666668,Turramurra,1151000,4.0,2,2074,Sydney
65528,2011Q4,129.26666666666668,Turramurra,1107500,4.0,2,2074,Sydney
65529,2011Q4,129.26666666666668,Turramurra,983000,4.0,2,2074,Sydney
65530,2011Q4,129.26666666666668,Turramurra,890000,4.0,2,2074,Sydney
65535,2011Q4,129.26666666666668,Turramurra,1425000,4.0,2,2074,Sydney
65538,2011Q4,129.26666666666668,Turramurra,1275000,4.0,2,2074,Sydney
65543,2011Q4,129.26666666666668,Manly,2260000,4.0,2,2095,Sydney
65546,2011Q4,129.26666666666668,Manly,1565000,4.0,2,2095,Sydney
65551,2011Q4,129.26666666666668,Manly,1930000,4.0,2,2095,Sydney
65552,2011Q4,129.26666666666668,Manly,2000000,4.0,2,2095,Sydney
65562,2011Q4,129.26666666666668,Kogarah Bay,851000,4.0,2,2217,Sydney
65568,2011Q4,129.26666666666668,Forestville,770000,4.0,2,2087,Sydney
65571,2011Q4,129.26666666666668,Forestville,1135000,4.0,2,2087,Sydney
65574,2011Q4,129.26666666666668,Forestville,960000,4.0,2,2087,Sydney
65577,2011Q4,129.26666666666668,Forestville,1045000,4.0,2,2087,Sydney
65579,2011Q4,129.26666666666668,Forestville,780000,4.0,2,2087,Sydney
65581,2011Q4,129.26666666666668,Forestville,787500,4.0,2,2087,Sydney
65583,2011Q4,129.26666666666668,Killarney Heights,835000,4.0,2,2087,Sydney
65592,2011Q4,129.26666666666668,South Coogee,1825000,4.0,2,2034,Sydney
65597,2011Q4,129.26666666666668,South Coogee,2100000,4.0,2,2034,Sydney
65601,2011Q4,129.26666666666668,Coogee,2206000,4.0,2,2034,Sydney
65615,2011Q4,129.26666666666668,Hunters Hill,730000,4.0,2,2110,Sydney
65618,2011Q4,129.26666666666668,Hunters Hill,2050000,4.0,2,2110,Sydney
65627,2011Q4,129.26666666666668,Hunters Hill,1865000,4.0,2,2110,Sydney
65654,2011Q4,129.26666666666668,Beverly Hills,785000,4.0,2,2209,Sydney
65655,2011Q4,129.26666666666668,Beverly Hills,771000,4.0,2,2209,Sydney
65665,2011Q4,129.26666666666668,Newtown,1205000,4.0,2,2042,Sydney
65710,2011Q4,129.26666666666668,Kingsford,1400000,4.0,2,2032,Sydney
65724,2011Q4,129.26666666666668,Warriewood,780000,4.0,2,2102,Sydney
65732,2011Q4,129.26666666666668,Warriewood,1065000,4.0,2,2102,Sydney
65745,2011Q4,129.26666666666668,Roselands,653000,4.0,2,2196,Sydney
65752,2011Q4,129.26666666666668,Punchbowl,520000,4.0,2,2196,Sydney
65761,2011Q4,129.26666666666668,Roselands,575000,4.0,2,2196,Sydney
65784,2011Q4,129.26666666666668,Vaucluse,1825000,4.0,2,2030,Sydney
65806,2011Q4,129.26666666666668,Guildford,450000,4.0,2,2161,Sydney
65809,2011Q4,129.26666666666668,Guildford West,417000,4.0,2,2161,Sydney
65822,2011Q4,129.26666666666668,Paddington,1676000,4.0,2,2021,Sydney
65845,2011Q4,129.26666666666668,Miranda,840000,4.0,2,2228,Sydney
65869,2011Q4,129.26666666666668,Haberfield,1560000,4.0,2,2045,Sydney
65872,2011Q4,129.26666666666668,Haberfield,1760000,4.0,2,2045,Sydney
65878,2011Q4,129.26666666666668,Haberfield,1330000,4.0,2,2045,Sydney
65892,2011Q4,129.26666666666668,Lane Cove,1465000,4.0,2,2066,Sydney
65893,2011Q4,129.26666666666668,Lane Cove,990000,4.0,2,2066,Sydney
65903,2011Q4,129.26666666666668,Rosebery,1110000,4.0,2,2018,Sydney
65905,2011Q4,129.26666666666668,Eastlakes,817000,4.0,2,2018,Sydney
65919,2011Q4,129.26666666666668,Croydon,805000,4.0,2,2132,Sydney
65924,2011Q4,129.26666666666668,Croydon,873000,4.0,2,2132,Sydney
65930,2011Q4,129.26666666666668,Croydon,1280000,4.0,2,2132,Sydney
65931,2011Q4,129.26666666666668,Croydon,1150000,4.0,2,2132,Sydney
65936,2011Q4,129.26666666666668,Belmore,645000,4.0,2,2192,Sydney
65938,2011Q4,129.26666666666668,Belmore,810000,4.0,2,2192,Sydney
65941,2011Q4,129.26666666666668,Belmore,720000,4.0,2,2192,Sydney
65957,2011Q4,129.26666666666668,Belmore,787000,4.0,2,2192,Sydney
65969,2011Q4,129.26666666666668,Sans Souci,880000,4.0,2,2219,Sydney
65976,2011Q4,129.26666666666668,Sans Souci,1065000,4.0,2,2219,Sydney
65994,2011Q4,129.26666666666668,Newport,870000,4.0,2,2106,Sydney
