,Date,Average_Iron_Ore_Price,SUBURB,PRICE,BEDROOMS,BATHROOMS,POSTCODE,CITY
19079,2018Q2,65.08666666666666,Merriwa,332000,4.0,2,6030,Perth
19081,2018Q2,65.08666666666666,Port Kennedy,379000,4.0,2,6172,Perth
19083,2018Q2,65.08666666666666,Harrisdale,610000,4.0,2,6112,Perth
19088,2018Q2,65.08666666666666,Port Kennedy,312000,4.0,2,6172,Perth
19089,2018Q2,65.08666666666666,Inglewood,1100000,4.0,2,6052,Perth
19092,2018Q2,65.08666666666666,Joondalup,489100,4.0,2,6027,Perth
19093,2018Q2,65.08666666666666,Churchlands,1375000,4.0,2,6018,Perth
19096,2018Q2,65.08666666666666,Aveley,476000,4.0,2,6069,Perth
19099,2018Q2,65.08666666666666,Ridgewood,482000,4.0,2,6030,Perth
19100,2018Q2,65.08666666666666,Rivervale,440000,4.0,2,6103,Perth
19106,2018Q2,65.08666666666666,Wembley Downs,847000,4.0,2,6019,Perth
19110,2018Q2,65.08666666666666,Lesmurdie,670000,4.0,2,6076,Perth
19112,2018Q2,65.08666666666666,Caversham,660000,4.0,2,6055,Perth
19113,2018Q2,65.08666666666666,Greenmount,547000,4.0,2,6056,Perth
19116,2018Q2,65.08666666666666,Coogee,855000,4.0,2,6166,Perth
19117,2018Q2,65.08666666666666,Alexander Heights,341000,4.0,2,6064,Perth
19119,2018Q2,65.08666666666666,Belmont,630000,4.0,2,6104,Perth
19122,2018Q2,65.08666666666666,Sinagra,525000,4.0,2,6065,Perth
19127,2018Q2,65.08666666666666,Roleystone,445000,4.0,2,6111,Perth
19128,2018Q2,65.08666666666666,Sinagra,630000,4.0,2,6065,Perth
19130,2018Q2,65.08666666666666,Wellard,650000,4.0,2,6170,Perth
19131,2018Q2,65.08666666666666,Ocean Reef,1060000,4.0,2,6027,Perth
19133,2018Q2,65.08666666666666,Mount Helena,450000,4.0,2,6082,Perth
19135,2018Q2,65.08666666666666,Kenwick,359000,4.0,2,6107,Perth
19137,2018Q2,65.08666666666666,Roleystone,849900,4.0,2,6111,Perth
19138,2018Q2,65.08666666666666,Bibra Lake,660000,4.0,2,6163,Perth
19139,2018Q2,65.08666666666666,Aveley,510000,4.0,2,6069,Perth
19140,2018Q2,65.08666666666666,Port Kennedy,390000,4.0,2,6172,Perth
19141,2018Q2,65.08666666666666,Port Kennedy,385000,4.0,2,6172,Perth
19142,2018Q2,65.08666666666666,Huntingdale,572500,4.0,2,6110,Perth
19144,2018Q2,65.08666666666666,Alexander Heights,457500,4.0,2,6064,Perth
19145,2018Q2,65.08666666666666,Jane Brook,580000,4.0,2,6056,Perth
19146,2018Q2,65.08666666666666,Atwell,480000,4.0,2,6164,Perth
19150,2018Q2,65.08666666666666,Atwell,495000,4.0,2,6164,Perth
19151,2018Q2,65.08666666666666,Hocking,512500,4.0,2,6065,Perth
19153,2018Q2,65.08666666666666,High Wycombe,479000,4.0,2,6057,Perth
19154,2018Q2,65.08666666666666,Alkimos,450000,4.0,2,6038,Perth
19158,2018Q2,65.08666666666666,Ashby,479000,4.0,2,6065,Perth
19159,2018Q2,65.08666666666666,Seville Grove,310000,4.0,2,6112,Perth
19160,2018Q2,65.08666666666666,Sinagra,532500,4.0,2,6065,Perth
19162,2018Q2,65.08666666666666,Banksia Grove,427000,4.0,2,6031,Perth
19163,2018Q2,65.08666666666666,Bateman,930000,4.0,2,6150,Perth
19164,2018Q2,65.08666666666666,Roleystone,620000,4.0,2,6111,Perth
19169,2018Q2,65.08666666666666,Ballajura,400000,4.0,2,6066,Perth
19170,2018Q2,65.08666666666666,Southern River,512000,4.0,2,6110,Perth
19171,2018Q2,65.08666666666666,Port Kennedy,300000,4.0,2,6172,Perth
19174,2018Q2,65.08666666666666,Mullaloo,1080000,4.0,2,6027,Perth
19176,2018Q2,65.08666666666666,Success,490000,4.0,2,6164,Perth
19177,2018Q2,65.08666666666666,Wattle Grove,510000,4.0,2,6107,Perth
19181,2018Q2,65.08666666666666,Currambine,587000,4.0,2,6028,Perth
19182,2018Q2,65.08666666666666,Quinns Rocks,315000,4.0,2,6030,Perth
19183,2018Q2,65.08666666666666,Atwell,521500,4.0,2,6164,Perth
19186,2018Q2,65.08666666666666,Wembley Downs,850000,4.0,2,6019,Perth
19189,2018Q2,65.08666666666666,Rivervale,835000,4.0,2,6103,Perth
19192,2018Q2,65.08666666666666,Success,517000,4.0,2,6164,Perth
19193,2018Q2,65.08666666666666,Harrisdale,480000,4.0,2,6112,Perth
19195,2018Q2,65.08666666666666,Caversham,415000,4.0,2,6055,Perth
19197,2018Q2,65.08666666666666,Winthrop,912500,4.0,2,6150,Perth
19199,2018Q2,65.08666666666666,Greenwood,490000,4.0,2,6024,Perth
19200,2018Q2,65.08666666666666,Coolbellup,675000,4.0,2,6163,Perth
19203,2018Q2,65.08666666666666,Hammond Park,518000,4.0,2,6164,Perth
19205,2018Q2,65.08666666666666,Dayton,530000,4.0,2,6055,Perth
19207,2018Q2,65.08666666666666,Gwelup,1005000,4.0,2,6018,Perth
19210,2018Q2,65.08666666666666,Floreat,827000,4.0,2,6014,Perth
19211,2018Q2,65.08666666666666,Burns Beach,825000,4.0,2,6028,Perth
19214,2018Q2,65.08666666666666,Seville Grove,420000,4.0,2,6112,Perth
19217,2018Q2,65.08666666666666,Kewdale,675000,4.0,2,6105,Perth
19218,2018Q2,65.08666666666666,Carramar,525800,4.0,2,6031,Perth
19219,2018Q2,65.08666666666666,Beeliar,630000,4.0,2,6164,Perth
19226,2018Q2,65.08666666666666,Salter Point,1660000,4.0,2,6152,Perth
19227,2018Q2,65.08666666666666,Port Kennedy,160000,4.0,2,6172,Perth
19228,2018Q2,65.08666666666666,Mindarie,760000,4.0,2,6030,Perth
19230,2018Q2,65.08666666666666,Karrinyup,1250000,4.0,2,6018,Perth
19233,2018Q2,65.08666666666666,Innaloo,702000,4.0,2,6018,Perth
19235,2018Q2,65.08666666666666,Hocking,522500,4.0,2,6065,Perth
19236,2018Q2,65.08666666666666,South Guildford,780000,4.0,2,6055,Perth
19238,2018Q2,65.08666666666666,Bedford,745000,4.0,2,6052,Perth
19239,2018Q2,65.08666666666666,Aveley,282500,4.0,2,6069,Perth
19242,2018Q2,65.08666666666666,Kallaroo,605000,4.0,2,6025,Perth
19244,2018Q2,65.08666666666666,Iluka,750000,4.0,2,6028,Perth
19245,2018Q2,65.08666666666666,Thornlie,475000,4.0,2,6108,Perth
19246,2018Q2,65.08666666666666,Wanneroo,460000,4.0,2,6065,Perth
19247,2018Q2,65.08666666666666,Orelia,300000,4.0,2,6167,Perth
19252,2018Q2,65.08666666666666,Stirling,785000,4.0,2,6021,Perth
19256,2018Q2,65.08666666666666,Port Kennedy,467000,4.0,2,6172,Perth
19257,2018Q2,65.08666666666666,Iluka,805000,4.0,2,6028,Perth
19258,2018Q2,65.08666666666666,Tapping,515000,4.0,2,6065,Perth
19260,2018Q2,65.08666666666666,Warwick,550000,4.0,2,6024,Perth
19261,2018Q2,65.08666666666666,Langford,411500,4.0,2,6147,Perth
19262,2018Q2,65.08666666666666,Jane Brook,439000,4.0,2,6056,Perth
19264,2018Q2,65.08666666666666,Hammond Park,502000,4.0,2,6164,Perth
19265,2018Q2,65.08666666666666,Carramar,530000,4.0,2,6031,Perth
19267,2018Q2,65.08666666666666,Nedlands,1780000,4.0,2,6009,Perth
19269,2018Q2,65.08666666666666,Carine,750000,4.0,2,6020,Perth
19271,2018Q2,65.08666666666666,Ridgewood,360000,4.0,2,6030,Perth
19272,2018Q2,65.08666666666666,Wembley Downs,1400000,4.0,2,6019,Perth
19276,2018Q2,65.08666666666666,Maida Vale,420000,4.0,2,6057,Perth
19277,2018Q2,65.08666666666666,Hocking,490000,4.0,2,6065,Perth
19278,2018Q2,65.08666666666666,Aubin Grove,575000,4.0,2,6164,Perth
19282,2018Q2,65.08666666666666,Iluka,823000,4.0,2,6028,Perth
19283,2018Q2,65.08666666666666,Bentley,605500,4.0,2,6102,Perth
19284,2018Q2,65.08666666666666,Ballajura,429000,4.0,2,6066,Perth
19285,2018Q2,65.08666666666666,Hammond Park,505000,4.0,2,6164,Perth
19286,2018Q2,65.08666666666666,Banksia Grove,487000,4.0,2,6031,Perth
19293,2018Q2,65.08666666666666,Alfred Cove,875000,4.0,2,6154,Perth
19295,2018Q2,65.08666666666666,Gwelup,880000,4.0,2,6018,Perth
19296,2018Q2,65.08666666666666,Wellard,390000,4.0,2,6170,Perth
19298,2018Q2,65.08666666666666,The Vines,600000,4.0,2,6069,Perth
19299,2018Q2,65.08666666666666,High Wycombe,462000,4.0,2,6057,Perth
19301,2018Q2,65.08666666666666,Quinns Rocks,375000,4.0,2,6030,Perth
19303,2018Q2,65.08666666666666,Spearwood,754000,4.0,2,6163,Perth
19304,2018Q2,65.08666666666666,Sorrento,950000,4.0,2,6020,Perth
19305,2018Q2,65.08666666666666,Merriwa,300000,4.0,2,6030,Perth
19307,2018Q2,65.08666666666666,Hilton,812500,4.0,2,6163,Perth
19313,2018Q2,65.08666666666666,Hilbert,385000,4.0,2,6112,Perth
19316,2018Q2,65.08666666666666,Merriwa,345000,4.0,2,6030,Perth
19317,2018Q2,65.08666666666666,Burns Beach,847500,4.0,2,6028,Perth
19318,2018Q2,65.08666666666666,Piara Waters,565000,4.0,2,6112,Perth
19320,2018Q2,65.08666666666666,South Guildford,620000,4.0,2,6055,Perth
19321,2018Q2,65.08666666666666,Warnbro,317000,4.0,2,6169,Perth
19322,2018Q2,65.08666666666666,Warnbro,350000,4.0,2,6169,Perth
19324,2018Q2,65.08666666666666,Carramar,525000,4.0,2,6031,Perth
19326,2018Q2,65.08666666666666,High Wycombe,500000,4.0,2,6057,Perth
19328,2018Q2,65.08666666666666,Banksia Grove,321000,4.0,2,6031,Perth
19329,2018Q2,65.08666666666666,Piara Waters,486000,4.0,2,6112,Perth
19330,2018Q2,65.08666666666666,Wanneroo,535000,4.0,2,6065,Perth
19331,2018Q2,65.08666666666666,Banksia Grove,421000,4.0,2,6031,Perth
19335,2018Q2,65.08666666666666,The Vines,550000,4.0,2,6069,Perth
19336,2018Q2,65.08666666666666,Redcliffe,375000,4.0,2,6104,Perth
19342,2018Q2,65.08666666666666,Jane Brook,545000,4.0,2,6056,Perth
19346,2018Q2,65.08666666666666,Safety Bay,480000,4.0,2,6169,Perth
19347,2018Q2,65.08666666666666,Carine,845000,4.0,2,6020,Perth
19348,2018Q2,65.08666666666666,Port Kennedy,510000,4.0,2,6172,Perth
19349,2018Q2,65.08666666666666,Helena Valley,540000,4.0,2,6056,Perth
19351,2018Q2,65.08666666666666,Craigie,537000,4.0,2,6025,Perth
19353,2018Q2,65.08666666666666,Ferndale,590000,4.0,2,6148,Perth
19354,2018Q2,65.08666666666666,Melville,705000,4.0,2,6156,Perth
19355,2018Q2,65.08666666666666,Landsdale,615000,4.0,2,6065,Perth
19356,2018Q2,65.08666666666666,Shelley,1220000,4.0,2,6148,Perth
19358,2018Q2,65.08666666666666,Wanneroo,450000,4.0,2,6065,Perth
19361,2018Q2,65.08666666666666,Hovea,800000,4.0,2,6071,Perth
19365,2018Q2,65.08666666666666,Hillarys,715000,4.0,2,6025,Perth
19366,2018Q2,65.08666666666666,Helena Valley,690000,4.0,2,6056,Perth
19370,2018Q2,65.08666666666666,Waikiki,355000,4.0,2,6169,Perth
19371,2018Q2,65.08666666666666,Woodlands,1195000,4.0,2,6018,Perth
19374,2018Q2,65.08666666666666,Woodvale,760000,4.0,2,6026,Perth
19377,2018Q2,65.08666666666666,Piara Waters,475000,4.0,2,6112,Perth
19378,2018Q2,65.08666666666666,East Victoria Park,855000,4.0,2,6101,Perth
19379,2018Q2,65.08666666666666,Mount Pleasant,1300000,4.0,2,6153,Perth
19381,2018Q2,65.08666666666666,Balcatta,548000,4.0,2,6021,Perth
19382,2018Q2,65.08666666666666,Port Kennedy,379000,4.0,2,6172,Perth
19384,2018Q2,65.08666666666666,Greenwood,780000,4.0,2,6024,Perth
19385,2018Q2,65.08666666666666,Bertram,399000,4.0,2,6167,Perth
19387,2018Q2,65.08666666666666,Merriwa,280000,4.0,2,6030,Perth
19388,2018Q2,65.08666666666666,Warnbro,481500,4.0,2,6169,Perth
19389,2018Q2,65.08666666666666,High Wycombe,430000,4.0,2,6057,Perth
19392,2018Q2,65.08666666666666,Merriwa,285000,4.0,2,6030,Perth
19393,2018Q2,65.08666666666666,Beeliar,620000,4.0,2,6164,Perth
19394,2018Q2,65.08666666666666,Kardinya,900000,4.0,2,6163,Perth
19395,2018Q2,65.08666666666666,Ardross,922000,4.0,2,6153,Perth
19396,2018Q2,65.08666666666666,Aveley,525000,4.0,2,6069,Perth
19399,2018Q2,65.08666666666666,Stoneville,760000,4.0,2,6081,Perth
19400,2018Q2,65.08666666666666,Seville Grove,360000,4.0,2,6112,Perth
19401,2018Q2,65.08666666666666,Yangebup,645000,4.0,2,6164,Perth
19402,2018Q2,65.08666666666666,Melville,800000,4.0,2,6156,Perth
19407,2018Q2,65.08666666666666,Hillarys,770000,4.0,2,6025,Perth
19408,2018Q2,65.08666666666666,Kingsley,730000,4.0,2,6026,Perth
19410,2018Q2,65.08666666666666,Heathridge,510000,4.0,2,6027,Perth
19411,2018Q2,65.08666666666666,Beeliar,480000,4.0,2,6164,Perth
19415,2018Q2,65.08666666666666,Currambine,470000,4.0,2,6028,Perth
19416,2018Q2,65.08666666666666,Mount Richon,470000,4.0,2,6112,Perth
19417,2018Q2,65.08666666666666,Victoria Park,1250000,4.0,2,6100,Perth
19420,2018Q2,65.08666666666666,Carramar,519000,4.0,2,6031,Perth
19422,2018Q2,65.08666666666666,Joondalup,685000,4.0,2,6027,Perth
19425,2018Q2,65.08666666666666,Quinns Rocks,600000,4.0,2,6030,Perth
19428,2018Q2,65.08666666666666,Innaloo,571000,4.0,2,6018,Perth
19430,2018Q2,65.08666666666666,Eden Hill,485000,4.0,2,6054,Perth
19431,2018Q2,65.08666666666666,Murdoch,610000,4.0,2,6150,Perth
19435,2018Q2,65.08666666666666,Hocking,475000,4.0,2,6065,Perth
19436,2018Q2,65.08666666666666,Currambine,490000,4.0,2,6028,Perth
19437,2018Q2,65.08666666666666,Woodvale,553000,4.0,2,6026,Perth
19438,2018Q2,65.08666666666666,The Vines,565000,4.0,2,6069,Perth
19439,2018Q2,65.08666666666666,Leeming,730000,4.0,2,6149,Perth
19443,2018Q2,65.08666666666666,The Vines,730000,4.0,2,6069,Perth
19445,2018Q2,65.08666666666666,Southern River,475000,4.0,2,6110,Perth
19446,2018Q2,65.08666666666666,Quinns Rocks,540000,4.0,2,6030,Perth
19447,2018Q2,65.08666666666666,Hamersley,660000,4.0,2,6022,Perth
19448,2018Q2,65.08666666666666,Pearsall,500000,4.0,2,6065,Perth
19449,2018Q2,65.08666666666666,Alexander Heights,515000,4.0,2,6064,Perth
19450,2018Q2,65.08666666666666,High Wycombe,462500,4.0,2,6057,Perth
19451,2018Q2,65.08666666666666,Huntingdale,430000,4.0,2,6110,Perth
19452,2018Q2,65.08666666666666,Maida Vale,520000,4.0,2,6057,Perth
19453,2018Q2,65.08666666666666,Ocean Reef,1060000,4.0,2,6027,Perth
19456,2018Q2,65.08666666666666,Landsdale,600000,4.0,2,6065,Perth
19458,2018Q2,65.08666666666666,Hilton,520000,4.0,2,6163,Perth
19460,2018Q2,65.08666666666666,Pearsall,435000,4.0,2,6065,Perth
19463,2018Q2,65.08666666666666,Piara Waters,575000,4.0,2,6112,Perth
19466,2018Q2,65.08666666666666,Padbury,640000,4.0,2,6025,Perth
19469,2018Q2,65.08666666666666,Hocking,560000,4.0,2,6065,Perth
19470,2018Q2,65.08666666666666,Success,621000,4.0,2,6164,Perth
19471,2018Q2,65.08666666666666,Singleton,296000,4.0,2,6175,Perth
19473,2018Q2,65.08666666666666,Carine,950000,4.0,2,6020,Perth
19480,2018Q2,65.08666666666666,Waikiki,285000,4.0,2,6169,Perth
19482,2018Q2,65.08666666666666,Merriwa,295000,4.0,2,6030,Perth
19483,2018Q2,65.08666666666666,Willagee,595000,4.0,2,6156,Perth
19484,2018Q2,65.08666666666666,Sorrento,742000,4.0,2,6020,Perth
19485,2018Q2,65.08666666666666,Success,575000,4.0,2,6164,Perth
19486,2018Q2,65.08666666666666,Warnbro,380000,4.0,2,6169,Perth
19487,2018Q2,65.08666666666666,Dayton,512500,4.0,2,6055,Perth
19489,2018Q2,65.08666666666666,Parmelia,380000,4.0,2,6167,Perth
19490,2018Q2,65.08666666666666,Kinross,457500,4.0,2,6028,Perth
19491,2018Q2,65.08666666666666,Madeley,625000,4.0,2,6065,Perth
19495,2018Q2,65.08666666666666,Thornlie,490000,4.0,2,6108,Perth
19496,2018Q2,65.08666666666666,Thornlie,645000,4.0,2,6108,Perth
19498,2018Q2,65.08666666666666,Joondalup,630000,4.0,2,6027,Perth
19499,2018Q2,65.08666666666666,Port Kennedy,370000,4.0,2,6172,Perth
19500,2018Q2,65.08666666666666,Connolly,715000,4.0,2,6027,Perth
19504,2018Q2,65.08666666666666,South Guildford,770000,4.0,2,6055,Perth
19506,2018Q2,65.08666666666666,Leeming,720000,4.0,2,6149,Perth
19508,2018Q2,65.08666666666666,Orelia,335000,4.0,2,6167,Perth
19509,2018Q2,65.08666666666666,Quinns Rocks,625000,4.0,2,6030,Perth
19510,2018Q2,65.08666666666666,Greenwood,690000,4.0,2,6024,Perth
19511,2018Q2,65.08666666666666,Landsdale,690000,4.0,2,6065,Perth
19517,2018Q2,65.08666666666666,Henley Brook,735000,4.0,2,6055,Perth
19519,2018Q2,65.08666666666666,Kinross,525000,4.0,2,6028,Perth
19520,2018Q2,65.08666666666666,Singleton,560000,4.0,2,6175,Perth
19521,2018Q2,65.08666666666666,Subiaco,1130000,4.0,2,6008,Perth
19523,2018Q2,65.08666666666666,Port Kennedy,339000,4.0,2,6172,Perth
19524,2018Q2,65.08666666666666,Harrisdale,446000,4.0,2,6112,Perth
19526,2018Q2,65.08666666666666,West Leederville,1985000,4.0,2,6007,Perth
19527,2018Q2,65.08666666666666,Wilson,730000,4.0,2,6107,Perth
19528,2018Q2,65.08666666666666,Greenwood,573000,4.0,2,6024,Perth
19529,2018Q2,65.08666666666666,Pearsall,455000,4.0,2,6065,Perth
19530,2018Q2,65.08666666666666,Bertram,480000,4.0,2,6167,Perth
19533,2018Q2,65.08666666666666,Jane Brook,492500,4.0,2,6056,Perth
19535,2018Q2,65.08666666666666,Ardross,1250000,4.0,2,6153,Perth
19536,2018Q2,65.08666666666666,Wellard,829000,4.0,2,6170,Perth
19538,2018Q2,65.08666666666666,Attadale,1370000,4.0,2,6156,Perth
19542,2018Q2,65.08666666666666,Duncraig,925000,4.0,2,6023,Perth
19548,2018Q2,65.08666666666666,Mindarie,545000,4.0,2,6030,Perth
19549,2018Q2,65.08666666666666,Kinross,480000,4.0,2,6028,Perth
19552,2018Q2,65.08666666666666,Caversham,465000,4.0,2,6055,Perth
19553,2018Q2,65.08666666666666,Salter Point,1480000,4.0,2,6152,Perth
19560,2018Q2,65.08666666666666,Aubin Grove,765000,4.0,2,6164,Perth
19564,2018Q2,65.08666666666666,Mosman Park,1850000,4.0,2,6012,Perth
19565,2018Q2,65.08666666666666,Kardinya,765000,4.0,2,6163,Perth
19568,2018Q2,65.08666666666666,South Guildford,385000,4.0,2,6055,Perth
19569,2018Q2,65.08666666666666,East Victoria Park,580000,4.0,2,6101,Perth
19571,2018Q2,65.08666666666666,Marangaroo,510000,4.0,2,6064,Perth
19572,2018Q2,65.08666666666666,Mundaring,500000,4.0,2,6073,Perth
19573,2018Q2,65.08666666666666,Currambine,580000,4.0,2,6028,Perth
19574,2018Q2,65.08666666666666,High Wycombe,480000,4.0,2,6057,Perth
19575,2018Q2,65.08666666666666,Darch,565000,4.0,2,6065,Perth
19577,2018Q2,65.08666666666666,Bull Creek,860000,4.0,2,6149,Perth
19578,2018Q2,65.08666666666666,Bertram,352500,4.0,2,6167,Perth
19579,2018Q2,65.08666666666666,Mindarie,615000,4.0,2,6030,Perth
19580,2018Q2,65.08666666666666,Marangaroo,410000,4.0,2,6064,Perth
19584,2018Q2,65.08666666666666,Safety Bay,725000,4.0,2,6169,Perth
19586,2018Q2,65.08666666666666,Kenwick,550000,4.0,2,6107,Perth
19587,2018Q2,65.08666666666666,Mount Hawthorn,1290000,4.0,2,6016,Perth
19605,2018Q2,65.08666666666666,Mullaloo,615000,4.0,2,6027,Perth
19606,2018Q2,65.08666666666666,Wandi,269000,4.0,2,6167,Perth
19613,2018Q2,65.08666666666666,Joondalup,520000,4.0,2,6027,Perth
19619,2018Q2,65.08666666666666,Carramar,695000,4.0,2,6031,Perth
19620,2018Q2,65.08666666666666,Atwell,360000,4.0,2,6164,Perth
19621,2018Q2,65.08666666666666,Aveley,354000,4.0,2,6069,Perth
19624,2018Q2,65.08666666666666,Maida Vale,835000,4.0,2,6057,Perth
19628,2018Q2,65.08666666666666,Woodlands,1190000,4.0,2,6018,Perth
19632,2018Q2,65.08666666666666,Waikiki,535000,4.0,2,6169,Perth
19633,2018Q2,65.08666666666666,The Vines,435000,4.0,2,6069,Perth
19635,2018Q2,65.08666666666666,Iluka,987500,4.0,2,6028,Perth
19637,2018Q2,65.08666666666666,Padbury,593000,4.0,2,6025,Perth
19639,2018Q2,65.08666666666666,Kelmscott,500000,4.0,2,6111,Perth
19641,2018Q2,65.08666666666666,Coogee,735000,4.0,2,6166,Perth
19646,2018Q2,65.08666666666666,Atwell,599000,4.0,2,6164,Perth
19649,2018Q2,65.08666666666666,Tapping,530000,4.0,2,6065,Perth
19651,2018Q2,65.08666666666666,Bennett Springs,400000,4.0,2,6063,Perth
19652,2018Q2,65.08666666666666,Joondalup,575000,4.0,2,6027,Perth
19654,2018Q2,65.08666666666666,Success,550000,4.0,2,6164,Perth
19655,2018Q2,65.08666666666666,Port Kennedy,390000,4.0,2,6172,Perth
19656,2018Q2,65.08666666666666,Two Rocks,462500,4.0,2,6037,Perth
19665,2018Q2,65.08666666666666,Tapping,543000,4.0,2,6065,Perth
19666,2018Q2,65.08666666666666,Bullsbrook,370000,4.0,2,6084,Perth
19667,2018Q2,65.08666666666666,Harrisdale,560000,4.0,2,6112,Perth
19670,2018Q2,65.08666666666666,Hamilton Hill,448000,4.0,2,6163,Perth
19673,2018Q2,65.08666666666666,Alfred Cove,844000,4.0,2,6154,Perth
19674,2018Q2,65.08666666666666,Port Kennedy,305000,4.0,2,6172,Perth
19675,2018Q2,65.08666666666666,Koongamia,300000,4.0,2,6056,Perth
19679,2018Q2,65.08666666666666,Tapping,520000,4.0,2,6065,Perth
19681,2018Q2,65.08666666666666,St James,690000,4.0,2,6102,Perth
19682,2018Q2,65.08666666666666,Kinross,485000,4.0,2,6028,Perth
19683,2018Q2,65.08666666666666,Mindarie,580000,4.0,2,6030,Perth
19684,2018Q2,65.08666666666666,Carramar,470000,4.0,2,6031,Perth
19686,2018Q2,65.08666666666666,Wanneroo,365000,4.0,2,6065,Perth
19688,2018Q2,65.08666666666666,Trigg,1525000,4.0,2,6029,Perth
19694,2018Q2,65.08666666666666,Trigg,1212500,4.0,2,6029,Perth
19695,2018Q2,65.08666666666666,Hillarys,770000,4.0,2,6025,Perth
19699,2018Q2,65.08666666666666,Bennett Springs,215000,4.0,2,6063,Perth
19701,2018Q2,65.08666666666666,Quinns Rocks,570000,4.0,2,6030,Perth
19703,2018Q2,65.08666666666666,Piara Waters,415000,4.0,2,6112,Perth
19704,2018Q2,65.08666666666666,Pearsall,510000,4.0,2,6065,Perth
19705,2018Q2,65.08666666666666,Ballajura,395000,4.0,2,6066,Perth
19706,2018Q2,65.08666666666666,Murdoch,375000,4.0,2,6150,Perth
19707,2018Q2,65.08666666666666,Darling Downs,1020000,4.0,2,6122,Perth
19708,2018Q2,65.08666666666666,Tapping,519000,4.0,2,6065,Perth
19709,2018Q2,65.08666666666666,Banksia Grove,370000,4.0,2,6031,Perth
19710,2018Q2,65.08666666666666,Manning,935000,4.0,2,6152,Perth
19713,2018Q2,65.08666666666666,Darch,494000,4.0,2,6065,Perth
19714,2018Q2,65.08666666666666,Madeley,545000,4.0,2,6065,Perth
19716,2018Q2,65.08666666666666,Bertram,520000,4.0,2,6167,Perth
19719,2018Q2,65.08666666666666,Bibra Lake,548000,4.0,2,6163,Perth
19723,2018Q2,65.08666666666666,Melville,1100000,4.0,2,6156,Perth
19725,2018Q2,65.08666666666666,Mount Pleasant,1290000,4.0,2,6153,Perth
19731,2018Q2,65.08666666666666,Ridgewood,450000,4.0,2,6030,Perth
19732,2018Q2,65.08666666666666,Karawara,707000,4.0,2,6152,Perth
19733,2018Q2,65.08666666666666,Golden Bay,750000,4.0,2,6174,Perth
19734,2018Q2,65.08666666666666,Mullaloo,700000,4.0,2,6027,Perth
19737,2018Q2,65.08666666666666,High Wycombe,420000,4.0,2,6057,Perth
19738,2018Q2,65.08666666666666,Beaconsfield,655000,4.0,2,6162,Perth
19739,2018Q2,65.08666666666666,Wattle Grove,510000,4.0,2,6107,Perth
19741,2018Q2,65.08666666666666,High Wycombe,630000,4.0,2,6057,Perth
19744,2018Q2,65.08666666666666,Southern River,449000,4.0,2,6110,Perth
19748,2018Q2,65.08666666666666,Mundaring,620000,4.0,2,6073,Perth
19750,2018Q2,65.08666666666666,Brabham,425000,4.0,2,6055,Perth
19752,2018Q2,65.08666666666666,Bateman,782000,4.0,2,6150,Perth
19754,2018Q2,65.08666666666666,Warnbro,385000,4.0,2,6169,Perth
19755,2018Q2,65.08666666666666,Port Kennedy,304000,4.0,2,6172,Perth
19756,2018Q2,65.08666666666666,Seville Grove,418000,4.0,2,6112,Perth
19759,2018Q2,65.08666666666666,Sinagra,456000,4.0,2,6065,Perth
19763,2018Q2,65.08666666666666,Wellard,435000,4.0,2,6170,Perth
19764,2018Q2,65.08666666666666,Yangebup,570000,4.0,2,6164,Perth
19766,2018Q2,65.08666666666666,Greenmount,640000,4.0,2,6056,Perth
19767,2018Q2,65.08666666666666,Padbury,579000,4.0,2,6025,Perth
19771,2018Q2,65.08666666666666,Dalkeith,2250000,4.0,2,6009,Perth
19773,2018Q2,65.08666666666666,Stoneville,780000,4.0,2,6081,Perth
19774,2018Q2,65.08666666666666,Ocean Reef,788000,4.0,2,6027,Perth
19776,2018Q2,65.08666666666666,Wattle Grove,580000,4.0,2,6107,Perth
19777,2018Q2,65.08666666666666,Hocking,475000,4.0,2,6065,Perth
19780,2018Q2,65.08666666666666,Victoria Park,662500,4.0,2,6100,Perth
19782,2018Q2,65.08666666666666,Ballajura,460000,4.0,2,6066,Perth
19783,2018Q2,65.08666666666666,Hocking,515000,4.0,2,6065,Perth
19786,2018Q2,65.08666666666666,Landsdale,500000,4.0,2,6065,Perth
19788,2018Q2,65.08666666666666,Beaconsfield,812000,4.0,2,6162,Perth
19792,2018Q2,65.08666666666666,Padbury,770000,4.0,2,6025,Perth
19797,2018Q2,65.08666666666666,Beeliar,520000,4.0,2,6164,Perth
19798,2018Q2,65.08666666666666,Yanchep,475000,4.0,2,6035,Perth
19801,2018Q2,65.08666666666666,Cooloongup,310000,4.0,2,6168,Perth
19804,2018Q2,65.08666666666666,Banksia Grove,405500,4.0,2,6031,Perth
19806,2018Q2,65.08666666666666,Watermans Bay,1800000,4.0,2,6020,Perth
19807,2018Q2,65.08666666666666,Gosnells,340000,4.0,2,6110,Perth
19808,2018Q2,65.08666666666666,Carramar,575000,4.0,2,6031,Perth
19809,2018Q2,65.08666666666666,Applecross,1550000,4.0,2,6153,Perth
19810,2018Q2,65.08666666666666,Quinns Rocks,630000,4.0,2,6030,Perth
19812,2018Q2,65.08666666666666,Port Kennedy,430000,4.0,2,6172,Perth
19813,2018Q2,65.08666666666666,Piara Waters,580000,4.0,2,6112,Perth
